order_id,order_date,customer_id,store_id,order_channel,payment_method
102366,2024-03-19 09:16:00,C1063,S16,web,online
102367,2024-05-30 09:31:00,C2114,S08,web,card
102368,2024-05-12 03:21:00,C2140,S12,web,cash
102369,2024-02-28 21:10:00,C2889,S00,web,card
102370,2024-04-20 18:11:00,C1266,S01,web,card
102371,2024-02-13 19:43:00,C2845,S12,app,online
102372,2024-04-12 12:25:00,C2708,S08,web,cash
102373,2024-04-09 07:52:00,C2582,S06,app,card
102374,2024-02-08 22:39:00,C2163,S15,phone,cash
102375,2024-03-09 06:40:00,C1245,S18,app,cash
102376,2024-05-19 09:25:00,C2684,S06,phone,online
102377,2024-04-10 04:01:00,C2781,S05,app,cash
102378,2024-06-17 14:23:00,C1394,S17,phone,online
102379,2024-05-15 13:06:00,C2510,S18,app,online
102380,2024-02-16 06:07:00,C1475,S10,app,online
102381,2024-03-06 12:54:00,C2540,S11,phone,cash
102382,2024-06-24 01:31:00,C1976,S09,web,card
102383,2024-03-23 08:34:00,C2207,S12,web,online
102384,2024-03-22 11:09:00,C2043,S11,web,card
102385,2024-06-23 17:32:00,C2960,S09,web,cash
102386,2024-03-13 06:54:00,C1557,S19,web,card
102387,2024-01-01 00:51:00,C2017,S17,app,card
102388,2024-05-12 05:18:00,C2547,S03,web,online
102389,2024-01-07 07:26:00,C2605,S04,app,online
102390,2024-06-27 22:36:00,C2552,S04,phone,online
102391,2024-02-21 18:55:00,C1882,S11,web,cash
102392,2024-04-18 10:55:00,C1146,S02,web,card
102393,2024-01-03 23:13:00,C1665,S07,web,cash
102394,2024-04-04 05:28:00,C2327,S01,web,cash
102395,2024-01-25 14:11:00,C1619,S17,app,cash
102396,2024-06-11 01:53:00,C2771,S08,app,cash
102397,2024-02-24 22:45:00,C1819,S12,app,online
102398,2024-01-02 04:41:00,C1863,S06,phone,card
102399,2024-02-24 16:10:00,C1581,S09,app,online
102400,2024-06-28 04:53:00,C2022,S08,web,online
102401,2024-02-10 09:26:00,C1694,S14,phone,cash
102402,2024-02-09 02:34:00,C2785,S04,phone,online
102403,2024-06-04 18:41:00,C2251,S11,web,card
102404,2024-02-27 07:50:00,C2125,S00,web,cash
102405,2024-01-04 22:48:00,C2610,S11,web,online
102406,2024-05-20 10:50:00,C2440,S05,web,cash
102407,2024-05-29 15:06:00,C2981,S18,app,card
102408,2024-06-20 17:32:00,C2239,S18,phone,cash
102409,2024-05-05 13:25:00,C1406,S15,web,online
102410,2024-05-29 16:50:00,C1398,S18,app,online
102411,2024-02-20 05:40:00,C2946,S02,web,card
102412,2024-06-16 07:39:00,C1714,S09,app,card
102413,2024-04-10 18:59:00,C1703,S17,web,cash
102414,2024-04-03 01:46:00,C1760,S12,web,online
102415,2024-04-11 06:36:00,C1498,S17,web,card
102416,2024-04-13 21:17:00,C2777,S02,app,card
102417,2024-06-17 13:25:00,C2488,S02,web,online
102418,2024-04-14 01:24:00,C2714,S11,app,card
102419,2024-01-29 03:57:00,C2972,S19,app,card
102420,2024-01-18 03:56:00,C1973,S06,phone,online
102421,2024-01-07 20:52:00,C2754,S07,app,card
102422,2024-03-24 19:23:00,C1081,S08,app,online
102423,2024-03-05 17:53:00,C1603,S13,app,online
102424,2024-01-29 10:02:00,C2970,S04,app,cash
102425,2024-01-26 04:42:00,C2710,S18,app,online
102426,2024-02-18 05:45:00,C2774,S15,phone,card
102427,2024-03-07 19:48:00,C1771,S11,web,cash
102428,2024-06-10 22:49:00,C1902,S03,phone,cash
102429,2024-04-15 23:28:00,C1364,S07,phone,card
102430,2024-02-15 11:38:00,C1162,S06,web,cash
102431,2024-02-12 09:58:00,C2071,S14,app,card
102432,2024-02-16 15:32:00,C1510,S05,web,cash
102433,2024-05-27 15:38:00,C2352,S04,app,card
102434,2024-02-24 16:02:00,C2863,S13,web,online
102435,2024-01-17 17:32:00,C1115,S12,phone,online
102436,2024-04-13 20:29:00,C1940,S09,app,cash
102437,2024-03-13 18:44:00,C2872,S17,phone,cash
102438,2024-04-13 14:16:00,C1336,S03,app,online
102439,2024-06-16 02:17:00,C1880,S07,web,card
102440,2024-02-09 13:59:00,C1736,S10,web,cash
102441,2024-05-13 16:03:00,C2887,S16,web,online
102442,2024-01-15 01:17:00,C1839,S17,web,cash
102443,2024-05-11 17:22:00,C1146,S10,web,online
102444,2024-02-29 02:36:00,C2598,S15,phone,online
102445,2024-05-24 08:15:00,C2829,S11,phone,online
102446,2024-03-28 20:13:00,C2346,S12,app,card
102447,2024-02-01 11:25:00,C1442,S15,phone,cash
102448,2024-03-29 21:18:00,C1836,S00,app,card
102449,2024-05-30 07:33:00,C2036,S15,app,card
102450,2024-06-12 15:53:00,C1942,S14,phone,online
102451,2024-05-05 12:53:00,C2517,S05,phone,card
102452,2024-05-07 22:47:00,C2724,S11,app,cash
102453,2024-04-14 21:35:00,C1286,S07,phone,cash
102454,2024-05-29 04:31:00,C1719,S06,phone,online
102455,2024-06-14 05:36:00,C2137,S01,phone,online
102456,2024-01-18 08:39:00,C1479,S11,web,cash
102457,2024-04-18 08:36:00,C1021,S13,web,cash
102458,2024-04-26 22:03:00,C2372,S15,app,online
102459,2024-02-24 16:26:00,C2749,S10,phone,card
102460,2024-01-07 19:16:00,C1682,S19,app,cash
102461,2024-05-13 00:52:00,C2858,S08,phone,online
102462,2024-05-27 03:41:00,C2589,S09,web,online
102463,2024-04-14 21:49:00,C1905,S16,phone,cash
102464,2024-03-10 11:00:00,C2833,S11,phone,online
102465,2024-01-15 06:52:00,C1319,S05,phone,cash
102466,2024-05-22 00:24:00,C1125,S18,web,online
102467,2024-01-11 04:19:00,C1276,S10,web,online
102468,2024-06-16 19:43:00,C2999,S08,web,card
102469,2024-05-20 08:07:00,C2227,S05,app,online
102470,2024-03-01 20:58:00,C1193,S15,phone,cash
102471,2024-03-04 08:07:00,C2704,S19,web,cash
102472,2024-06-09 03:52:00,C2687,S15,app,card
102473,2024-05-28 18:08:00,C2570,S05,web,cash
102474,2024-03-20 01:30:00,C1695,S04,phone,online
102475,2024-03-16 19:48:00,C2309,S03,app,card
102476,2024-06-18 08:18:00,C1056,S01,web,cash
102477,2024-06-06 23:36:00,C2757,S05,web,online
102478,2024-01-22 22:38:00,C2326,S08,app,card
102479,2024-06-07 08:09:00,C2186,S16,app,online
102480,2024-05-20 05:53:00,C1018,S13,app,cash
102481,2024-02-11 06:32:00,C2393,S06,app,cash
102482,2024-05-16 02:39:00,C1263,S18,app,cash
102483,2024-04-28 20:02:00,C1793,S00,web,cash
102484,2024-06-03 15:25:00,C1112,S19,app,card
102485,2024-04-19 15:29:00,C2511,S14,app,cash
102486,2024-06-18 01:20:00,C2350,S17,phone,card
102487,2024-01-03 01:57:00,C1541,S02,web,card
102488,2024-04-25 09:29:00,C1646,S17,phone,online
102489,2024-05-21 12:35:00,C1578,S01,web,cash
102490,2024-04-25 02:05:00,C2088,S09,web,online
102491,2024-03-10 15:06:00,C2315,S10,web,online
102492,2024-01-10 20:29:00,C1024,S02,app,online
102493,2024-02-25 11:37:00,C2572,S06,phone,online
102494,2024-04-05 11:03:00,C1000,S07,web,online
102495,2024-01-08 11:55:00,C1910,S18,web,cash
102496,2024-02-28 03:06:00,C2572,S17,web,online
102497,2024-04-08 06:59:00,C1140,S12,phone,card
102498,2024-04-12 20:08:00,C2767,S12,web,card
102499,2024-01-28 05:31:00,C1647,S18,phone,cash
102500,2024-02-29 11:56:00,C2924,S11,phone,card
102501,2024-04-01 11:01:00,C1187,S16,app,online
102502,2024-05-07 00:35:00,C2151,S11,web,card
102503,2024-02-10 04:40:00,C1200,S12,web,online
102504,2024-01-28 21:19:00,C2150,S11,phone,cash
102505,2024-01-10 04:43:00,C1256,S18,phone,card
102506,2024-05-02 15:09:00,C2699,S13,app,card
102507,2024-05-13 04:18:00,C1546,S06,web,card
102508,2024-03-12 12:31:00,C1193,S12,phone,cash
102509,2024-06-25 18:32:00,C1702,S05,web,cash
102510,2024-03-22 02:55:00,C2127,S18,web,card
102511,2024-05-17 01:12:00,C2558,S18,web,cash
102512,2024-04-18 08:10:00,C2288,S03,phone,online
102513,2024-04-14 17:19:00,C1801,S18,web,cash
102514,2024-04-01 21:11:00,C1941,S08,phone,card
102515,2024-01-17 09:34:00,C2997,S15,app,online
102516,2024-02-10 10:18:00,C2407,S03,app,card
102517,2024-03-19 15:09:00,C2283,S05,phone,card
102518,2024-02-22 18:04:00,C1413,S07,web,card
102519,2024-05-23 03:41:00,C2381,S15,app,cash
102520,2024-03-12 18:49:00,C2098,S04,app,card
102521,2024-01-27 22:40:00,C2378,S09,phone,online
102522,2024-01-25 01:32:00,C2607,S12,phone,online
102523,2024-03-02 04:44:00,C2794,S13,phone,online
102524,2024-01-16 00:38:00,C1909,S06,phone,card
102525,2024-03-27 15:02:00,C1187,S19,phone,online
102526,2024-04-14 00:39:00,C2996,S05,phone,online
102527,2024-05-15 16:19:00,C2708,S06,phone,online
102528,2024-01-09 23:26:00,C2313,S04,web,online
102529,2024-04-09 18:54:00,C1044,S17,web,cash
102530,2024-03-13 16:05:00,C2596,S11,web,card
102531,2024-02-17 19:07:00,C1082,S05,web,card
102532,2024-01-16 11:42:00,C2146,S00,app,online
102533,2024-03-13 13:11:00,C1357,S03,web,card
102534,2024-04-01 08:29:00,C2551,S18,app,online
102535,2024-03-20 02:19:00,C2089,S11,app,online
102536,2024-05-20 20:53:00,C1935,S14,app,online
102537,2024-05-07 01:02:00,C2680,S02,phone,card
102538,2024-01-24 17:37:00,C1374,S19,app,cash
102539,2024-05-18 17:22:00,C1161,S07,app,card
102540,2024-01-25 13:15:00,C2769,S10,app,card
102541,2024-03-28 13:10:00,C2403,S15,phone,cash
102542,2024-04-11 19:36:00,C2679,S08,web,card
102543,2024-02-06 01:32:00,C2381,S02,web,cash
102544,2024-03-29 19:29:00,C2211,S04,app,online
102545,2024-03-12 23:10:00,C1321,S19,app,cash
102546,2024-04-28 17:43:00,C1449,S13,web,online
102547,2024-04-14 00:10:00,C2497,S14,web,cash
102548,2024-02-05 16:46:00,C2036,S05,web,online
102549,2024-04-12 03:46:00,C1183,S03,web,card
102550,2024-04-22 03:19:00,C1110,S07,app,cash
102551,2024-05-13 22:10:00,C2950,S18,app,card
102552,2024-04-05 10:28:00,C1507,S04,app,online
102553,2024-02-14 19:51:00,C2313,S12,web,cash
102554,2024-02-14 02:41:00,C1294,S15,phone,cash
102555,2024-01-14 01:01:00,C2474,S00,web,cash
102556,2024-02-18 11:17:00,C1903,S12,web,card
102557,2024-05-21 09:46:00,C2238,S10,phone,online
102558,2024-03-19 06:59:00,C1973,S07,phone,card
102559,2024-02-28 21:00:00,C1631,S07,web,cash
102560,2024-05-04 15:39:00,C2917,S13,phone,online
102561,2024-06-17 05:37:00,C2590,S12,phone,online
102562,2024-04-14 20:39:00,C2050,S02,phone,card
102563,2024-01-17 07:26:00,C2653,S03,web,card
102564,2024-01-21 11:39:00,C1732,S19,web,cash
102565,2024-05-02 06:54:00,C2254,S14,phone,cash
102566,2024-03-16 06:58:00,C2588,S14,app,cash
102567,2024-03-18 02:28:00,C2830,S12,phone,cash
102568,2024-03-07 11:52:00,C1320,S08,phone,online
102569,2024-03-04 09:46:00,C1912,S09,web,cash
102570,2024-02-04 16:15:00,C2256,S11,app,cash
102571,2024-02-28 09:19:00,C2693,S13,phone,cash
102572,2024-03-03 17:15:00,C1436,S00,app,card
102573,2024-04-18 02:41:00,C1780,S13,web,card
102574,2024-04-29 07:31:00,C2556,S13,app,card
102575,2024-01-05 09:45:00,C2426,S07,web,cash
102576,2024-05-20 02:47:00,C2076,S15,phone,online
102577,2024-02-25 11:46:00,C2810,S13,web,cash
102578,2024-01-31 19:29:00,C2336,S00,app,card
102579,2024-06-28 19:07:00,C2304,S15,app,card
102580,2024-03-04 15:56:00,C1725,S17,app,cash
102581,2024-04-22 04:18:00,C1030,S06,phone,online
102582,2024-05-29 13:33:00,C1336,S14,app,online
102583,2024-05-26 03:28:00,C1182,S16,app,online
102584,2024-03-21 12:02:00,C2046,S18,app,card
102585,2024-04-23 10:43:00,C1543,S12,web,card
102586,2024-01-27 13:05:00,C2469,S08,app,online
102587,2024-03-21 04:24:00,C2097,S14,web,cash
102588,2024-01-09 04:04:00,C2033,S02,app,online
102589,2024-06-17 05:56:00,C2507,S00,web,cash
102590,2024-05-28 22:38:00,C2479,S15,web,card
102591,2024-02-12 12:07:00,C2589,S07,phone,card
102592,2024-02-06 08:26:00,C2587,S12,phone,card
102593,2024-05-04 18:22:00,C1659,S07,web,online
102594,2024-03-09 01:14:00,C1159,S16,web,online
102595,2024-01-29 09:32:00,C2905,S13,phone,card
102596,2024-05-17 22:35:00,C2037,S06,web,card
102597,2024-05-12 14:48:00,C2201,S14,phone,card
102598,2024-06-04 05:47:00,C1411,S15,phone,online
102599,2024-01-16 14:55:00,C2901,S18,app,online
102600,2024-01-21 10:57:00,C2011,S05,app,card
102601,2024-05-14 15:16:00,C1052,S00,phone,online
102602,2024-01-10 22:16:00,C1407,S11,phone,online
102603,2024-02-14 05:53:00,C1846,S17,web,online
102604,2024-06-21 17:59:00,C2045,S15,phone,online
102605,2024-04-23 01:12:00,C2053,S11,phone,card
102606,2024-06-17 16:56:00,C1702,S19,app,card
102607,2024-01-27 21:12:00,C1259,S12,phone,online
102608,2024-06-07 03:38:00,C2228,S07,web,card
102609,2024-05-31 13:00:00,C2082,S00,phone,card
102610,2024-05-29 07:13:00,C2494,S06,app,card
102611,2024-02-22 08:54:00,C1775,S14,app,cash
102612,2024-01-03 12:00:00,C2489,S12,app,card
102613,2024-03-03 11:46:00,C2035,S12,app,card
102614,2024-05-06 07:14:00,C2654,S08,phone,online
102615,2024-05-26 09:57:00,C2950,S14,web,online
102616,2024-01-21 06:10:00,C2997,S03,web,cash
102617,2024-02-25 13:04:00,C2313,S12,web,cash
102618,2024-03-22 22:20:00,C1849,S11,phone,card
102619,2024-03-26 18:39:00,C2783,S04,phone,card
102620,2024-01-05 03:23:00,C1353,S06,phone,online
102621,2024-03-01 09:59:00,C2662,S07,web,card
102622,2024-02-08 01:10:00,C2098,S04,phone,card
102623,2024-05-14 17:09:00,C1872,S08,phone,card
102624,2024-04-07 22:34:00,C2739,S13,app,card
102625,2024-02-08 13:41:00,C2584,S11,app,card
102626,2024-02-07 02:25:00,C2614,S03,web,card
102627,2024-04-09 11:21:00,C2464,S19,app,card
102628,2024-04-05 06:11:00,C1990,S07,app,card
102629,2024-05-16 14:21:00,C2264,S16,app,online
102630,2024-02-17 02:05:00,C2017,S07,phone,cash
102631,2024-04-09 21:44:00,C2884,S00,app,card
102632,2024-03-28 22:22:00,C2177,S19,app,online
102633,2024-04-23 10:06:00,C2809,S01,app,card
102634,2024-05-12 21:05:00,C2119,S03,phone,card
102635,2024-01-26 17:33:00,C2749,S00,web,cash
102636,2024-05-06 12:48:00,C1293,S06,phone,online
102637,2024-05-07 04:54:00,C1208,S00,phone,card
102638,2024-05-01 15:40:00,C2366,S08,app,cash
102639,2024-01-04 08:20:00,C2111,S02,web,cash
102640,2024-03-09 13:25:00,C1817,S11,app,card
102641,2024-04-16 03:11:00,C2799,S18,app,card
102642,2024-06-13 22:33:00,C2960,S14,web,online
102643,2024-04-30 18:59:00,C1389,S15,web,online
102644,2024-04-05 21:37:00,C1324,S09,phone,card
102645,2024-01-08 21:58:00,C1939,S05,web,card
102646,2024-02-16 12:06:00,C1888,S16,phone,cash
102647,2024-02-01 00:08:00,C2855,S16,phone,online
102648,2024-01-11 22:37:00,C2180,S18,app,card
102649,2024-02-21 16:52:00,C1667,S17,app,card
102650,2024-02-06 12:51:00,C2674,S10,app,online
102651,2024-05-23 16:01:00,C1632,S06,web,card
102652,2024-05-06 19:10:00,C1576,S09,web,cash
102653,2024-04-22 11:55:00,C2642,S06,phone,cash
102654,2024-02-19 09:14:00,C2682,S04,phone,card
102655,2024-01-10 15:55:00,C1136,S11,phone,online
102656,2024-03-25 15:26:00,C2946,S15,web,cash
102657,2024-04-29 04:40:00,C2697,S17,phone,online
102658,2024-06-21 01:32:00,C1427,S02,phone,online
102659,2024-01-02 12:24:00,C2475,S19,web,online
102660,2024-01-13 02:58:00,C1611,S14,app,cash
102661,2024-03-11 18:00:00,C2873,S04,web,cash
102662,2024-04-30 05:12:00,C1910,S12,phone,card
102663,2024-02-19 09:22:00,C1818,S18,app,online
102664,2024-04-30 16:36:00,C1140,S11,web,cash
102665,2024-06-04 02:48:00,C2106,S04,app,cash
102666,2024-06-15 04:23:00,C1176,S05,app,card
102667,2024-04-30 04:01:00,C1197,S06,phone,cash
102668,2024-03-06 13:49:00,C1623,S09,web,cash
102669,2024-06-06 08:06:00,C2591,S15,phone,cash
102670,2024-01-20 15:23:00,C2995,S07,web,card
102671,2024-01-04 11:21:00,C1690,S08,web,card
102672,2024-02-23 05:55:00,C2444,S03,web,online
102673,2024-06-06 21:46:00,C1400,S07,app,cash
102674,2024-06-09 19:38:00,C2721,S06,app,card
102675,2024-04-28 05:19:00,C1470,S14,phone,card
102676,2024-03-11 08:44:00,C1217,S02,web,card
102677,2024-02-12 01:59:00,C2948,S16,web,online
102678,2024-06-27 08:46:00,C1928,S10,app,online
102679,2024-03-10 07:18:00,C2851,S08,web,online
102680,2024-04-02 13:50:00,C2752,S04,phone,online
102681,2024-06-26 18:52:00,C1631,S09,web,online
102682,2024-05-09 04:40:00,C1950,S14,web,cash
102683,2024-01-19 03:10:00,C1905,S13,app,cash
102684,2024-06-13 13:04:00,C1174,S03,web,card
102685,2024-02-27 10:14:00,C1022,S19,phone,online
102686,2024-03-29 05:31:00,C2748,S01,phone,online
102687,2024-06-06 18:59:00,C2940,S11,phone,card
102688,2024-04-18 16:47:00,C1234,S00,phone,cash
102689,2024-04-06 18:25:00,C2036,S19,app,online
102690,2024-01-17 00:34:00,C2124,S04,web,online
102691,2024-02-03 22:28:00,C1928,S05,app,online
102692,2024-02-06 04:53:00,C2559,S10,phone,cash
102693,2024-04-01 03:22:00,C2899,S07,web,cash
102694,2024-06-24 23:58:00,C1522,S06,app,online
102695,2024-03-24 08:58:00,C2808,S03,web,online
102696,2024-04-12 01:40:00,C2475,S05,phone,card
102697,2024-06-17 15:17:00,C1430,S15,phone,card
102698,2024-05-09 16:49:00,C1792,S19,web,cash
102699,2024-01-04 21:53:00,C2629,S14,web,card
102700,2024-01-08 05:40:00,C2736,S13,phone,online
102701,2024-02-15 00:52:00,C1532,S11,app,cash
102702,2024-06-16 21:27:00,C2875,S11,phone,card
102703,2024-04-06 09:03:00,C1978,S15,web,cash
102704,2024-02-25 12:14:00,C2746,S14,app,online
102705,2024-03-01 17:23:00,C2675,S12,phone,card
102706,2024-03-30 04:32:00,C2316,S10,web,card
102707,2024-03-12 14:47:00,C1809,S16,web,card
102708,2024-05-15 12:17:00,C1912,S14,web,online
102709,2024-01-29 13:57:00,C2124,S13,app,cash
102710,2024-01-04 08:16:00,C2525,S09,app,card
102711,2024-03-04 03:06:00,C2327,S11,app,cash
102712,2024-05-04 13:48:00,C1870,S15,app,cash
102713,2024-03-05 01:31:00,C1539,S14,web,cash
102714,2024-03-05 16:40:00,C2023,S09,web,online
102715,2024-04-23 19:40:00,C2576,S03,app,online
102716,2024-02-25 00:53:00,C2378,S08,app,card
102717,2024-02-12 23:59:00,C2326,S19,web,card
102718,2024-06-27 02:00:00,C2519,S08,phone,cash
102719,2024-06-27 03:30:00,C2681,S19,phone,cash
102720,2024-04-01 06:00:00,C2791,S10,web,cash
102721,2024-02-20 05:19:00,C2997,S10,app,online
102722,2024-05-27 19:12:00,C1226,S06,app,online
102723,2024-01-12 06:55:00,C2259,S09,web,card
102724,2024-04-23 22:07:00,C1872,S03,phone,cash
102725,2024-02-16 21:49:00,C1891,S04,web,cash
102726,2024-06-08 22:59:00,C2478,S04,web,online
102727,2024-03-11 11:34:00,C2036,S10,web,card
102728,2024-06-11 02:13:00,C1209,S08,app,cash
102729,2024-05-28 08:10:00,C1740,S15,app,cash
102730,2024-01-06 08:44:00,C1396,S08,app,card
102731,2024-06-20 20:59:00,C2123,S03,phone,cash
102732,2024-04-11 00:34:00,C1030,S01,web,online
102733,2024-06-21 18:45:00,C1897,S13,web,card
102734,2024-02-21 00:11:00,C2551,S02,phone,cash
102735,2024-02-11 01:35:00,C1648,S17,app,cash
102736,2024-01-28 14:49:00,C1328,S05,web,online
102737,2024-03-03 05:17:00,C2189,S10,phone,online
102738,2024-06-12 07:49:00,C2482,S17,app,online
102739,2024-03-12 12:22:00,C2845,S11,app,cash
102740,2024-04-29 14:10:00,C1951,S04,web,cash
102741,2024-01-25 23:42:00,C2123,S08,app,cash
102742,2024-01-16 23:34:00,C1620,S19,phone,card
102743,2024-05-12 20:56:00,C2878,S17,app,online
102744,2024-03-10 13:53:00,C2196,S18,web,card
102745,2024-04-04 19:03:00,C2772,S02,phone,online
102746,2024-06-23 20:57:00,C1161,S08,app,cash
102747,2024-05-03 10:12:00,C2928,S03,app,card
102748,2024-04-21 11:49:00,C2751,S16,app,card
102749,2024-06-07 20:53:00,C1775,S16,phone,online
102750,2024-04-23 20:57:00,C2286,S01,app,card
102751,2024-05-04 23:27:00,C2827,S08,web,card
102752,2024-02-11 09:38:00,C1273,S08,phone,cash
102753,2024-03-16 23:21:00,C2026,S04,phone,online
102754,2024-02-13 18:09:00,C2051,S14,app,card
102755,2024-04-14 07:01:00,C1325,S14,phone,cash
102756,2024-01-28 19:22:00,C1939,S02,web,card
102757,2024-03-18 15:15:00,C2172,S18,phone,cash
102758,2024-06-25 16:20:00,C1539,S02,web,card
102759,2024-02-26 20:49:00,C1487,S05,app,cash
102760,2024-06-14 14:41:00,C1821,S03,phone,cash
102761,2024-04-20 04:53:00,C2461,S12,web,online
102762,2024-02-29 22:40:00,C2088,S12,app,cash
102763,2024-03-22 18:27:00,C1355,S10,web,card
102764,2024-04-08 17:03:00,C2556,S04,phone,cash
102765,2024-01-24 23:43:00,C2275,S00,phone,cash
102766,2024-02-07 15:20:00,C1234,S08,web,card
102767,2024-04-28 18:41:00,C1226,S16,app,card
102768,2024-01-26 05:27:00,C2548,S00,app,cash
102769,2024-04-15 18:33:00,C2336,S02,app,card
102770,2024-04-08 13:12:00,C1048,S14,app,cash
102771,2024-05-04 12:39:00,C1117,S09,web,cash
102772,2024-05-25 15:42:00,C1053,S07,phone,cash
102773,2024-02-06 19:54:00,C2673,S11,web,card
102774,2024-06-06 00:42:00,C1564,S14,phone,online
102775,2024-01-26 03:24:00,C2067,S08,phone,online
102776,2024-02-26 06:02:00,C2838,S09,web,cash
102777,2024-05-05 08:14:00,C1052,S19,web,cash
102778,2024-05-08 08:47:00,C2609,S08,app,card
102779,2024-06-12 14:13:00,C1557,S14,phone,online
102780,2024-04-05 08:32:00,C2548,S00,app,online
102781,2024-06-14 13:56:00,C2700,S01,app,online
102782,2024-01-25 14:55:00,C2125,S18,web,card
102783,2024-03-19 06:58:00,C2815,S13,app,card
102784,2024-06-14 11:29:00,C2793,S07,app,card
102785,2024-06-26 15:14:00,C2872,S05,app,cash
102786,2024-05-20 04:23:00,C1867,S11,web,card
102787,2024-01-27 10:10:00,C1397,S14,app,cash
102788,2024-04-29 11:07:00,C2161,S13,app,cash
102789,2024-06-18 20:28:00,C1674,S00,web,cash
102790,2024-04-12 19:50:00,C2944,S10,web,cash
102791,2024-06-15 22:55:00,C1386,S02,web,card
102792,2024-01-29 18:31:00,C1110,S18,phone,card
102793,2024-02-27 19:09:00,C1613,S17,web,online
102794,2024-01-13 08:17:00,C1016,S19,phone,online
102795,2024-04-11 11:03:00,C2803,S01,web,cash
102796,2024-04-07 00:32:00,C2205,S06,web,online
102797,2024-06-21 16:30:00,C1883,S07,web,online
102798,2024-05-10 23:17:00,C2559,S18,phone,online
102799,2024-01-22 13:14:00,C1540,S14,app,cash
102800,2024-02-03 12:29:00,C1170,S09,web,online
102801,2024-02-27 19:36:00,C1408,S00,phone,card
102802,2024-06-01 19:55:00,C1739,S05,web,cash
102803,2024-06-09 03:11:00,C2401,S12,app,card
102804,2024-01-27 11:47:00,C2211,S13,phone,cash
102805,2024-05-12 08:39:00,C1857,S02,web,card
102806,2024-01-06 08:48:00,C1229,S10,web,online
102807,2024-05-19 08:14:00,C2856,S02,web,cash
102808,2024-02-28 00:22:00,C2875,S18,app,card
102809,2024-06-09 05:21:00,C1118,S09,phone,cash
102810,2024-06-26 02:38:00,C2179,S14,web,card
102811,2024-03-16 08:58:00,C1783,S10,web,online
102812,2024-06-23 23:31:00,C2710,S14,phone,cash
102813,2024-03-15 20:47:00,C1464,S12,app,cash
102814,2024-02-25 05:20:00,C1103,S04,app,card
102815,2024-03-21 15:30:00,C2627,S03,app,card
102816,2024-05-15 17:37:00,C1697,S12,app,online
102817,2024-06-18 23:41:00,C2995,S08,app,card
102818,2024-05-29 14:03:00,C2818,S16,web,card
102819,2024-06-11 18:30:00,C2525,S01,web,card
102820,2024-04-25 22:25:00,C2716,S04,web,online
102821,2024-06-18 21:25:00,C2705,S15,phone,online
102822,2024-05-14 09:51:00,C2722,S06,app,cash
102823,2024-02-19 20:14:00,C1174,S00,phone,online
102824,2024-01-28 15:54:00,C2757,S11,app,card
102825,2024-05-21 19:58:00,C1744,S10,app,cash
102826,2024-02-04 05:05:00,C2697,S11,phone,online
102827,2024-01-20 10:29:00,C2444,S18,web,online
102828,2024-01-24 22:43:00,C2157,S11,phone,card
102829,2024-02-03 15:10:00,C2414,S11,web,card
102830,2024-01-05 18:27:00,C2759,S13,app,online
102831,2024-05-18 19:11:00,C2524,S01,web,cash
102832,2024-06-28 11:42:00,C1664,S01,app,card
102833,2024-04-21 09:47:00,C1032,S03,app,online
102834,2024-04-22 07:28:00,C1054,S19,web,online
102835,2024-02-18 13:56:00,C2977,S15,app,card
102836,2024-04-20 05:55:00,C1518,S09,web,cash
102837,2024-04-13 05:26:00,C1755,S12,phone,cash
102838,2024-04-21 11:27:00,C2848,S01,app,cash
102839,2024-02-12 00:52:00,C2661,S02,app,card
102840,2024-04-18 13:32:00,C1011,S18,phone,card
102841,2024-02-12 06:25:00,C2551,S05,app,card
102842,2024-02-12 00:52:00,C1719,S18,phone,cash
102843,2024-05-05 03:11:00,C1554,S19,phone,cash
102844,2024-01-05 17:57:00,C1372,S18,app,card
102845,2024-03-06 09:38:00,C1483,S07,phone,card
102846,2024-01-15 11:14:00,C1972,S13,phone,card
102847,2024-05-05 06:32:00,C2670,S09,phone,cash
102848,2024-05-21 23:06:00,C2251,S02,app,online
102849,2024-03-27 18:18:00,C1622,S05,phone,online
102850,2024-01-25 09:50:00,C1306,S14,web,cash
102851,2024-04-01 10:41:00,C1456,S17,web,card
102852,2024-06-03 00:50:00,C1159,S13,phone,card
102853,2024-04-20 02:01:00,C1330,S18,web,card
102854,2024-03-26 08:03:00,C1775,S09,app,card
102855,2024-05-09 14:51:00,C1224,S14,phone,cash
102856,2024-04-28 06:00:00,C1982,S03,app,online
102857,2024-03-09 01:51:00,C1728,S01,web,online
102858,2024-02-03 11:48:00,C2527,S02,web,cash
102859,2024-06-04 03:00:00,C2479,S06,web,card
102860,2024-03-11 12:50:00,C2068,S15,web,online
102861,2024-03-30 11:09:00,C2237,S09,app,cash
102862,2024-03-27 06:16:00,C2082,S18,phone,card
102863,2024-01-26 00:48:00,C1643,S16,app,online
102864,2024-01-30 19:35:00,C1615,S18,phone,cash
102865,2024-02-05 04:21:00,C1194,S04,web,online
102866,2024-02-11 04:36:00,C2948,S19,web,online
102867,2024-01-06 20:48:00,C1488,S12,web,cash
102868,2024-03-15 09:09:00,C1156,S12,web,cash
102869,2024-05-19 04:19:00,C1609,S10,app,online
102870,2024-06-25 08:49:00,C2249,S10,phone,online
