order_id,product_id,quantity,unit_price
102250,P012,4,18.74
102251,P011,3,10.86
102251,P045,4,16.69
102251,P048,3,14.55
102251,P039,1,16.63
102252,P044,3,15.78
102252,P019,3,8.4
102252,P033,3,17.78
102253,P019,1,8.86
102254,P017,2,15.38
102255,P012,1,17.27
102255,P009,4,15.48
102256,P041,2,17.86
102256,P030,4,9.82
102256,P015,1,8.73
102257,P049,1,9.49
102257,P029,1,11.22
102257,P010,4,12.17
102258,P003,4,15.6
102259,P011,2,11.43
102260,P024,2,9.5
102260,P010,4,12.82
102260,P042,3,8.99
102260,P046,2,17.1
102261,P028,2,14.27
102261,P028,1,13.95
102261,P019,3,8.53
102261,P042,3,9.18
102262,P012,1,18.79
102262,P024,4,10.33
102262,P031,4,18.7
102263,P003,1,15.93
102264,P014,3,13.5
102265,P031,3,17.89
102265,P000,3,17.73
102266,P038,1,12.44
102266,P045,3,16.08
102267,P002,4,8.34
102267,P043,3,16.71
102267,P033,4,16.47
102267,P021,4,14.37
102268,P011,4,10.21
102268,P005,1,9.15
102268,P018,3,11.09
102268,P028,4,14.44
102269,P048,2,14.34
102269,P015,1,10.25
102269,P019,3,8.86
102270,P029,4,12.01
102270,P023,3,17.97
102270,P046,4,16.42
102271,P030,3,11.15
102271,P035,1,9.93
102271,P020,4,13.82
102271,P012,3,17.42
102272,P001,2,16.31
102272,P028,2,14.03
102272,P037,1,13.65
102273,P003,2,16.17
102273,P009,2,13.85
102273,P029,3,12.74
102273,P040,3,13.63
102274,P035,4,11.07
102274,P016,2,15.36
102274,P003,2,16.45
102274,P018,4,11.13
102275,P045,3,15.29
102275,P028,1,14.67
102275,P037,1,15.13
102276,P049,3,9.13
102276,P000,3,17.5
102276,P029,2,12.07
102276,P015,1,10.49
102277,P033,4,16.87
102278,P027,2,12.36
102278,P024,1,9.25
102279,P002,2,8.53
102279,P026,3,18.09
102280,P029,4,12.37
102280,P011,4,10.53
102281,P036,4,8.08
102281,P026,3,16.53
102281,P042,4,9.38
102281,P023,2,17.46
102282,P017,1,14.18
102282,P036,4,9.29
102282,P014,1,12.19
102283,P048,1,14.19
102284,P043,3,17.6
102284,P005,1,8.62
102285,P000,3,17.42
102286,P048,4,14.64
102286,P035,1,10.24
102286,P035,1,10.49
102287,P026,1,16.74
102288,P036,4,8.76
102288,P049,4,8.53
102288,P047,4,16.39
102288,P043,2,16.25
102289,P042,1,10.79
102289,P003,2,14.68
102290,P044,4,15.39
102290,P011,1,10.84
102290,P017,3,15.67
102291,P046,2,15.78
102291,P001,4,16.43
102291,P003,3,15.4
102291,P002,2,8.65
102292,P027,1,11.89
102292,P039,2,17.12
102292,P040,1,11.78
102292,P011,2,11.48
102293,P008,2,15.96
102294,P045,2,16.08
102294,P047,4,15.3
102294,P018,3,10.36
102295,P026,4,17.08
102295,P019,3,7.83
102296,P010,1,13.36
102296,P033,4,16.68
102296,P018,3,10.18
102296,P007,2,13.39
102297,P030,3,11.66
102297,P030,2,10.09
102297,P034,3,10.3
102298,P022,1,9.84
102298,P029,2,11.24
102299,P022,3,11.41
102299,P001,3,15.62
102299,P017,3,14.17
102300,P043,1,16.52
102301,P046,3,16.1
102301,P020,3,14.36
102301,P048,3,14.18
102301,P004,3,8.25
102302,P038,3,12.64
102302,P048,2,15.13
102302,P040,2,12.31
102302,P014,1,12.09
102303,P003,2,15.84
102304,P013,2,12.25
102304,P015,4,9.88
102305,P039,4,16.35
102305,P033,1,16.62
102305,P045,4,15.43
102306,P003,4,14.98
102306,P018,2,10.42
102306,P029,2,12.91
102306,P034,3,9.61
102307,P017,4,14.55
102307,P011,2,11.11
102308,P010,2,13.28
102309,P024,2,9.58
102309,P009,1,14.28
102309,P038,4,12.48
102309,P027,3,12.47
102310,P027,1,11.45
102311,P021,4,15.3
102312,P025,1,13.26
102312,P033,3,16.68
102313,P024,2,8.63
102313,P009,1,13.9
102313,P026,4,16.65
102314,P001,3,15.35
102314,P005,2,7.33
102315,P025,2,13.11
102315,P015,3,9.11
102315,P022,2,10.64
102316,P017,1,15.86
102316,P017,1,15.79
102316,P017,1,14.66
102317,P034,4,9.38
102318,P026,4,16.49
102318,P018,3,9.32
102318,P017,1,15.9
102318,P011,4,10.81
102319,P015,2,8.95
102319,P020,3,14.33
102319,P040,3,12.05
102320,P018,3,9.5
102320,P008,3,16.08
102320,P044,3,16.61
102321,P001,1,16.48
102321,P028,2,15.29
102321,P026,3,18.04
102321,P007,1,13.77
102322,P044,2,15.12
102322,P001,4,15.31
102322,P049,1,8.53
102322,P017,1,14.04
102323,P025,2,13.15
102323,P011,1,10.56
102323,P001,2,15.03
102324,P012,3,17.01
102324,P026,4,17.47
102324,P016,4,16.94
102324,P022,2,10.35
102325,P040,3,12.15
102326,P033,4,16.97
102326,P000,2,17.03
102326,P041,4,17.94
102327,P002,3,8.57
102328,P048,2,14.76
102328,P048,3,13.31
102328,P016,4,15.59
102328,P041,2,17.12
102329,P022,1,10.3
102330,P042,3,9.64
102330,P013,2,12.58
102330,P018,3,10.37
102330,P009,2,14.89
102331,P002,2,9.59
102331,P022,4,11.31
102332,P001,2,14.79
102332,P043,2,16.39
102333,P049,2,10.26
102334,P005,4,7.25
102335,P019,4,7.99
102336,P036,2,8.17
102336,P032,2,11.92
102337,P029,2,11.79
102338,P038,2,12.3
102338,P048,1,15.13
102339,P044,1,15.47
102340,P022,2,10.68
102341,P016,2,16.55
102341,P032,1,12.2
102342,P027,1,12.47
102343,P013,4,11.43
102343,P024,4,9.89
102343,P009,4,14.62
102343,P029,1,12.56
102344,P017,1,14.81
102345,P014,4,11.8
102345,P011,1,11.48
102345,P030,1,11.09
102345,P007,1,13.6
102346,P039,2,17.11
102346,P039,3,16.48
102346,P049,4,9.45
102347,P006,3,11.42
102348,P006,2,10.33
102349,P035,3,9.83
102349,P025,2,12.02
102349,P044,1,16.71
102350,P031,4,18.07
102351,P046,4,16.74
102351,P017,2,14.64
102351,P032,2,12.21
102352,P021,3,14.09
102352,P031,4,17.27
102352,P041,3,17.15
102353,P018,1,9.9
102354,P005,2,7.75
102355,P018,4,10.83
102356,P047,2,15.82
102356,P048,1,13.26
102356,P037,3,15.09
102356,P042,3,10.62
102357,P031,4,17.52
102357,P048,4,15.17
102357,P042,1,10.13
102358,P003,1,15.57
102358,P002,1,9.46
102358,P027,4,12.11
102359,P005,4,7.85
102359,P023,4,17.02
102359,P004,3,7.29
102359,P039,1,16.19
102360,P000,1,18.66
102361,P030,3,10.32
102361,P027,3,12.9
102361,P011,1,11.74
102361,P009,1,15.5
102362,P027,3,12.64
102362,P037,1,13.54
102363,P020,3,14.43
102363,P040,1,13.51
102363,P033,4,16.56
102363,P027,3,11.61
102364,P044,1,16.49
102364,P011,1,11.3
102364,P030,3,11.18
102364,P041,2,17.67
102365,P000,4,17.29
102365,P044,2,16.57
102365,P011,3,11.38
102365,P031,2,18.35
102366,P026,4,17.12
102366,P038,2,12.48
102366,P031,4,18.02
102366,P013,4,12.69
102367,P045,2,16.05
102368,P018,1,9.37
102368,P018,4,9.29
102368,P031,4,17.75
102368,P018,1,9.58
102369,P000,1,18.53
102369,P039,3,17.3
102369,P027,4,11.45
102370,P011,3,9.76
102370,P025,4,11.92
102371,P042,4,9.29
102372,P014,1,11.99
102372,P031,2,17.95
102372,P001,2,15.0
102372,P030,1,11.16
102373,P013,2,12.7
102374,P042,3,9.76
102374,P020,4,14.09
102374,P006,2,11.87
102374,P044,4,15.82
102375,P000,3,17.89
102376,P003,1,16.55
102377,P027,2,12.66
102377,P007,1,12.88
102377,P044,4,15.71
102378,P006,3,12.22
102378,P032,3,12.61
102378,P033,1,16.52
102379,P017,4,15.62
102379,P000,4,16.93
102379,P016,3,16.67
102379,P022,1,11.24
102380,P020,4,14.09
102380,P021,3,14.66
102381,P011,2,11.64
102381,P003,1,16.18
102381,P019,1,9.74
102381,P046,2,17.1
102382,P034,1,9.32
102382,P014,4,13.44
102382,P021,2,14.35
102383,P024,3,10.13
102383,P032,2,11.17
102383,P012,2,17.49
102383,P008,2,15.49
102384,P043,3,15.8
102384,P032,1,11.27
102384,P003,4,16.55
102384,P049,1,8.64
102385,P045,3,15.76
102385,P029,3,11.02
102385,P021,2,15.48
102386,P020,3,14.77
102387,P008,3,16.01
102387,P004,4,8.84
102387,P037,1,13.91
102388,P021,4,14.81
102388,P034,2,9.38
102388,P026,1,18.41
102389,P024,2,8.78
102389,P045,3,15.22
102390,P018,1,10.2
102390,P045,1,15.74
102390,P024,1,9.63
102390,P010,1,12.77
102391,P013,2,12.45
102391,P013,3,12.76
102391,P047,4,16.34
102391,P034,3,11.27
102392,P049,4,9.62
102393,P034,2,10.85
102393,P032,2,11.44
102394,P006,4,12.18
102394,P031,2,18.52
102394,P043,2,16.51
102395,P008,3,15.79
102395,P019,1,8.98
102395,P035,1,9.8
102396,P010,4,13.08
102397,P041,2,17.69
102397,P027,3,13.17
102398,P032,2,11.8
102398,P033,1,17.55
102398,P008,2,15.41
102398,P011,4,11.33
102399,P047,4,16.27
102400,P000,1,17.44
102400,P039,4,15.99
102400,P044,1,15.7
102401,P020,3,15.46
102402,P003,1,15.62
102403,P013,3,12.8
102404,P004,2,8.65
102405,P035,1,10.43
102405,P019,1,9.71
102405,P023,3,18.23
102405,P021,2,14.15
102406,P007,1,12.33
102406,P007,1,13.48
102406,P014,3,11.95
102406,P019,2,8.12
102407,P018,1,9.28
102407,P026,2,16.58
102407,P035,2,9.75
102407,P017,1,15.14
102408,P021,4,15.19
102409,P041,4,17.89
102410,P044,1,15.68
102410,P018,1,10.56
102410,P010,4,12.72
102411,P025,1,12.25
102411,P042,3,9.36
102411,P037,3,14.12
102412,P043,2,15.99
102412,P035,2,9.61
102412,P047,4,15.86
102413,P048,2,14.58
102413,P015,4,10.51
102413,P000,3,18.62
102413,P029,2,12.51
102414,P046,3,17.1
102414,P025,4,11.53
102414,P009,1,14.44
102415,P040,1,12.36
102415,P046,2,16.49
102415,P029,4,12.87
102415,P037,2,13.73
102416,P007,1,12.08
102416,P006,2,11.12
102416,P013,1,12.54
102417,P028,3,13.76
102418,P031,1,18.78
102418,P009,2,15.46
102418,P037,3,14.51
102419,P045,2,15.69
102419,P017,2,15.33
102419,P036,1,9.22
102419,P023,4,18.21
102420,P043,2,17.44
102420,P024,3,9.35
102420,P022,4,11.6
102421,P031,2,18.69
102421,P001,3,16.2
102421,P017,2,15.04
102422,P025,1,11.61
102422,P031,4,17.49
102422,P019,3,7.86
102422,P035,4,10.95
102423,P024,4,10.46
102424,P015,2,10.28
102424,P012,2,18.71
102424,P020,3,15.7
102424,P025,3,12.55
102425,P026,3,16.57
102425,P005,2,7.74
102426,P020,2,14.18
102426,P000,4,17.06
102426,P046,3,16.75
102427,P047,2,16.06
102427,P009,1,14.38
102427,P008,3,15.82
102427,P017,3,14.85
102428,P005,4,9.05
102429,P025,3,12.06
102429,P041,1,18.46
102429,P018,4,10.8
102429,P024,3,10.21
102430,P006,3,10.88
102430,P000,3,18.44
102430,P028,1,14.93
102430,P009,3,14.54
102431,P017,2,14.27
102431,P029,2,11.45
102431,P047,2,16.54
102431,P010,1,11.53
102432,P005,3,8.45
102433,P034,1,11.21
102433,P048,1,13.29
102433,P039,4,16.98
102434,P026,1,18.3
102434,P017,1,15.59
102434,P024,2,8.97
102435,P028,1,14.81
102436,P015,4,9.15
102437,P047,1,15.78
102437,P020,1,15.19
102437,P026,2,17.53
102437,P026,3,17.66
102438,P010,4,13.13
102438,P018,4,9.24
102438,P040,1,13.13
102439,P010,2,13.3
102439,P023,1,17.9
102440,P009,3,15.53
102440,P046,2,15.93
102440,P016,3,15.97
102440,P026,3,18.27
102441,P001,2,14.54
102442,P016,1,16.56
102443,P020,2,15.6
102443,P048,4,14.64
102444,P037,3,15.13
102444,P001,1,15.55
102444,P020,1,15.08
102445,P005,4,8.17
102445,P035,1,9.49
102446,P039,3,17.2
102447,P017,3,14.6
102448,P016,2,16.62
102448,P031,3,17.41
102449,P038,4,12.04
102449,P014,3,11.58
102449,P044,1,16.62
102450,P007,3,13.82
102450,P044,1,15.08
102450,P040,4,12.17
102450,P000,1,16.93
102451,P032,2,12.23
102451,P039,2,16.25
102451,P009,4,14.8
102451,P030,1,10.24
102452,P038,3,11.85
102452,P003,1,15.64
102452,P001,2,15.43
102453,P041,1,17.44
102454,P043,4,16.02
102455,P046,2,16.13
102455,P032,3,12.55
102455,P042,1,10.5
102456,P042,1,9.85
102456,P017,1,14.78
102457,P044,3,15.85
102457,P042,2,9.93
102457,P028,1,15.2
102458,P017,4,15.74
102458,P045,1,16.14
102459,P031,1,17.76
102459,P017,1,15.37
102459,P044,3,15.69
102460,P042,2,9.61
102461,P013,2,11.36
102461,P002,3,8.67
102461,P003,3,16.2
102462,P025,3,11.57
102462,P015,3,8.87
102463,P021,1,14.68
102463,P026,3,16.86
102464,P047,1,16.32
102464,P038,1,12.38
102464,P017,1,15.14
102464,P029,4,11.2
102465,P007,1,13.05
102465,P035,1,9.71
102465,P036,4,8.23
102465,P012,4,18.55
102466,P040,1,13.7
102467,P001,4,15.19
102467,P049,4,9.13
102467,P023,3,17.85
102467,P020,1,14.25
102468,P026,4,16.98
102468,P012,3,17.42
102469,P046,2,16.86
102469,P013,2,12.38
102470,P013,3,12.03
102470,P019,3,8.23
102470,P046,2,17.2
102471,P001,1,14.86
102472,P019,4,8.15
102472,P011,4,9.92
102472,P043,4,17.2
102472,P013,2,11.84
102473,P022,3,11.44
102473,P003,1,16.16
102473,P030,2,10.58
102474,P023,3,16.74
102474,P006,1,11.72
102475,P038,4,12.28
102476,P034,4,10.56
102476,P027,3,12.3
102477,P041,2,17.09
102477,P043,4,16.57
102477,P030,2,10.78
102478,P040,1,12.28
102478,P026,4,17.1
102478,P000,3,18.29
102479,P021,1,14.24
102479,P006,2,11.15
102480,P020,2,15.6
102480,P014,2,12.67
102481,P042,3,9.72
102481,P045,1,15.9
102481,P023,1,17.98
102482,P029,1,12.23
102483,P039,4,16.95
102484,P002,3,8.44
102485,P038,1,12.26
102485,P006,4,12.16
102486,P004,2,8.24
102486,P036,1,7.71
102486,P026,2,17.01
102487,P047,1,15.65
102488,P049,4,8.65
102488,P036,4,7.78
102488,P041,2,16.75
102488,P001,2,16.27
102489,P026,3,16.72
102490,P006,4,11.38
102490,P020,3,14.57
102490,P031,4,17.33
102491,P025,2,11.93
102491,P017,1,14.68
102491,P020,2,13.93
102492,P029,3,11.53
102492,P048,2,14.08
102492,P016,4,15.12
102492,P042,1,9.23
102493,P018,2,9.96
102493,P048,4,14.82
102494,P039,1,16.54
102494,P028,2,14.95
102495,P035,3,10.19
102495,P007,3,13.0
102495,P004,2,7.66
102495,P021,1,13.93
102496,P032,4,12.59
102496,P040,4,11.81
102496,P035,1,10.16
102497,P002,1,9.07
102497,P011,4,10.47
102498,P018,1,10.55
102499,P033,2,17.56
102499,P031,2,17.33
102499,P042,1,9.12
102500,P044,2,16.1
102500,P017,4,15.34
102501,P037,1,14.3
102501,P003,2,15.44
102502,P018,3,9.59
102503,P044,4,16.42
102504,P022,3,10.32
102505,P027,4,12.6
102506,P001,1,15.97
102507,P021,2,15.16
102507,P018,3,9.72
102507,P015,3,9.49
102507,P030,1,10.76
102508,P002,4,9.89
102508,P021,4,14.2
102508,P029,2,11.6
102509,P043,4,16.62
102510,P018,1,10.87
102511,P022,2,11.27
102511,P037,4,14.8
102511,P015,2,9.44
102512,P012,4,18.53
102513,P016,4,16.25
102513,P042,2,10.85
102514,P029,3,12.5
102514,P008,3,15.02
102514,P048,1,14.47
102515,P010,2,12.05
102516,P011,4,11.24
102516,P011,2,10.55
102517,P038,1,11.63
102518,P001,2,14.64
102518,P025,3,12.48
102519,P044,2,15.42
102519,P025,2,12.94
102520,P021,1,14.58
102520,P047,3,14.98
102521,P007,3,13.42
102522,P007,4,11.94
102522,P037,3,15.51
102522,P024,2,9.91
102523,P046,1,16.99
102523,P008,1,16.35
102524,P020,3,14.76
102524,P048,2,14.24
102524,P049,1,9.91
102524,P016,2,15.85
102525,P006,2,10.8
102526,P016,2,16.39
102527,P049,3,8.5
102528,P001,2,14.71
102528,P019,2,8.74
102529,P001,4,15.08
102529,P004,4,8.13
102530,P046,2,17.12
102530,P018,1,9.52
102530,P045,2,15.54
102531,P040,2,11.75
102531,P009,1,15.51
102531,P042,2,10.48
102532,P048,4,13.29
102533,P021,1,13.96
102533,P002,4,9.23
102533,P015,3,10.01
102534,P031,2,16.95
102534,P004,1,7.34
102534,P037,1,15.35
102534,P014,3,11.74
102535,P029,4,12.85
102535,P042,4,9.87
102536,P003,3,14.8
102536,P007,4,13.42
102536,P013,1,13.16
102536,P024,2,9.95
102537,P018,1,9.39
102537,P013,1,11.79
102538,P019,1,8.54
102538,P027,4,12.02
102539,P041,4,18.43
102540,P033,4,17.18
102540,P007,1,12.53
102540,P007,2,13.88
102541,P042,1,10.31
102541,P005,1,7.64
102542,P044,2,14.79
102542,P002,3,9.12
102542,P046,1,15.74
102543,P022,4,11.42
102543,P024,2,10.09
102543,P036,2,8.22
102543,P031,1,18.83
102544,P028,1,14.72
102544,P001,4,16.04
102545,P044,1,16.22
102545,P035,1,10.86
102545,P012,3,17.07
102545,P018,4,10.71
102546,P043,4,17.27
102546,P026,4,16.77
102546,P034,4,10.57
102547,P033,4,17.05
102548,P013,4,11.33
102548,P039,2,15.75
102549,P036,4,8.87
102550,P049,3,9.56
102550,P000,1,17.38
102550,P015,3,9.24
102551,P021,3,14.15
102551,P010,3,13.02
102551,P041,1,17.49
102552,P034,4,9.44
102552,P000,4,17.25
102552,P003,2,15.96
102552,P001,3,15.52
102553,P016,2,16.14
102553,P049,4,9.65
102554,P027,1,11.51
102554,P031,3,18.12
102554,P041,4,18.27
102555,P046,4,16.0
102555,P006,2,10.75
102556,P044,2,14.89
102556,P037,4,13.58
102557,P037,4,14.71
102557,P023,1,17.8
102558,P048,3,13.54
102559,P043,3,17.18
102559,P018,2,9.26
102560,P029,2,12.24
102560,P046,3,16.31
102560,P010,3,12.89
102560,P023,3,17.77
102561,P034,1,11.1
102561,P045,1,16.43
102562,P035,1,9.5
102562,P003,4,16.36
102562,P033,2,17.92
102562,P010,2,11.47
102563,P002,1,8.49
102563,P017,4,15.1
102563,P001,3,15.6
102564,P046,2,16.23
102564,P042,3,9.08
102565,P040,2,12.44
102565,P035,3,9.71
102566,P033,2,17.05
102566,P028,3,14.41
102566,P013,1,11.46
102566,P046,3,17.27
102567,P036,2,9.09
102567,P032,2,12.2
102568,P012,2,17.68
102568,P043,1,17.54
102568,P005,2,9.1
102569,P045,1,15.78
102570,P045,4,14.97
102570,P005,4,7.85
102570,P011,1,10.66
102571,P013,3,12.85
102571,P025,3,12.42
102571,P038,4,11.28
102572,P009,3,13.85
102572,P035,4,10.85
102572,P041,3,18.35
102572,P017,4,15.18
102573,P016,3,16.3
102573,P042,3,10.49
102573,P025,2,12.58
102573,P007,3,13.01
102574,P008,4,14.85
102574,P029,3,12.18
102575,P012,3,18.86
102575,P029,4,12.27
102575,P023,4,18.41
102575,P023,4,17.11
102576,P044,4,16.21
102577,P045,3,16.69
102577,P032,2,12.13
102578,P030,2,11.2
102579,P000,3,18.13
102579,P034,3,10.94
102579,P036,1,7.8
102580,P006,3,10.53
102581,P047,1,15.24
102581,P028,3,13.86
102581,P018,2,10.37
102582,P029,2,12.33
102582,P045,3,14.71
102582,P034,3,10.1
102582,P025,4,13.02
102583,P039,3,17.11
102583,P042,4,9.92
102583,P011,2,11.62
102583,P010,1,12.85
102584,P040,1,13.18
102584,P021,4,15.27
102585,P038,2,12.42
102585,P027,2,12.74
102585,P044,3,15.95
102586,P017,3,14.96
102587,P031,4,17.77
102587,P012,1,17.44
102588,P045,1,15.75
102588,P032,3,11.73
102588,P033,2,17.9
102589,P005,2,9.11
102589,P039,4,15.93
102590,P002,3,9.31
102591,P020,3,14.5
102591,P014,2,12.46
102591,P007,1,13.58
102592,P020,4,13.94
102592,P021,2,15.21
102592,P006,4,11.7
102592,P047,2,15.84
102593,P048,1,14.07
102594,P019,1,9.75
102595,P010,3,11.64
102595,P047,2,15.08
102595,P006,2,10.45
102595,P007,1,11.92
102596,P045,3,15.78
102597,P032,1,12.43
102597,P012,3,17.59
102597,P013,3,11.85
102597,P037,2,14.06
102598,P025,3,13.21
102598,P028,3,13.92
102599,P017,4,14.19
102599,P023,4,17.49
102600,P043,3,17.31
102600,P021,4,13.95
102600,P023,1,17.0
102601,P012,4,18.3
102602,P042,2,10.2
102602,P033,1,17.5
102603,P049,3,8.8
102603,P043,2,16.93
102603,P027,2,12.93
102603,P046,4,16.54
102604,P013,4,11.55
102604,P040,2,13.26
102604,P047,4,14.78
102604,P029,4,11.98
102605,P042,4,10.1
102605,P014,2,11.78
102605,P036,2,7.89
102606,P034,1,9.67
102606,P032,1,11.43
102606,P014,3,12.54
102606,P022,1,11.12
102607,P032,3,12.34
102608,P030,4,11.21
102608,P010,1,12.04
102609,P038,3,12.22
102610,P013,1,12.84
102610,P017,1,14.93
102610,P038,1,10.84
102611,P047,4,15.51
102611,P031,2,16.95
102612,P033,1,16.56
102612,P029,3,12.66
102613,P032,3,12.37
102613,P005,4,8.46
102614,P000,1,17.22
102614,P041,4,18.6
102615,P019,3,8.3
102616,P018,1,11.13
102616,P044,2,14.93
102617,P029,1,11.96
102617,P029,4,11.3
102617,P011,2,10.69
102617,P004,1,8.54
102618,P046,1,17.25
102618,P046,2,16.09
102619,P014,3,12.75
102619,P022,3,11.73
102619,P005,2,8.5
102619,P031,4,18.58
102620,P016,1,16.28
102620,P035,2,11.06
102621,P010,2,11.76
102621,P038,3,12.6
102621,P029,2,12.65
102621,P018,3,9.62
102622,P043,2,17.52
102622,P028,2,13.76
102622,P039,2,16.61
102623,P018,2,10.76
102623,P024,4,10.0
102624,P019,2,8.01
102624,P005,2,7.32
102625,P032,3,12.97
102626,P045,4,16.01
102626,P025,2,12.38
102626,P007,3,12.87
102627,P040,2,13.24
102627,P033,2,16.4
102628,P013,4,13.12
102628,P027,1,11.68
102628,P030,3,11.5
102628,P009,1,15.65
102629,P043,4,16.69
102629,P023,1,17.24
102629,P022,1,11.66
102629,P037,4,15.3
102630,P045,2,16.51
102631,P014,4,12.0
102631,P031,1,16.87
102631,P025,2,11.94
102631,P033,2,16.42
102632,P037,1,14.59
102632,P038,1,12.49
102632,P028,1,13.47
102632,P023,4,17.49
102633,P020,2,15.24
102634,P002,1,9.57
102634,P042,3,9.24
102634,P002,2,9.6
102634,P033,2,17.28
102635,P040,4,12.41
102636,P024,3,9.09
102636,P028,3,14.26
102636,P005,4,8.35
102636,P000,4,17.22
102637,P029,3,12.79
102637,P004,4,7.91
102638,P026,2,16.95
102638,P039,2,16.49
102638,P043,2,16.34
102639,P043,2,17.37
102639,P035,2,10.5
102640,P039,1,17.28
102640,P006,1,10.89
102641,P013,3,12.37
102641,P011,2,10.42
102641,P020,3,14.27
102642,P021,2,14.97
102642,P023,2,18.12
102643,P007,4,12.33
102643,P043,1,16.13
102643,P035,4,9.42
102644,P024,3,9.84
102644,P001,2,16.09
102645,P018,1,9.32
102645,P037,4,14.39
102645,P020,2,15.22
102646,P009,2,14.27
102646,P048,1,13.58
102646,P028,1,15.33
102646,P034,1,10.53
102647,P017,4,14.3
102647,P020,4,14.99
102647,P009,3,15.54
102648,P004,2,7.53
102649,P007,4,12.93
102650,P033,2,17.71
102650,P011,3,10.18
102650,P044,1,16.51
102651,P016,2,15.11
102651,P035,1,9.57
102651,P001,1,15.98
102652,P021,4,15.04
102652,P034,2,10.21
102653,P046,1,16.71
102653,P032,3,12.58
102653,P046,4,17.25
102653,P015,2,9.45
102654,P027,3,12.67
102654,P024,4,10.01
102654,P001,1,15.44
102654,P018,3,9.71
102655,P027,4,12.6
102655,P047,1,15.28
102655,P018,3,9.71
102656,P008,3,14.89
102656,P027,1,12.95
102656,P007,2,13.76
102657,P006,3,11.16
102658,P033,4,16.5
102659,P028,1,13.91
102659,P042,1,9.16
102659,P041,3,17.42
102660,P032,4,11.85
102660,P031,3,17.01
102660,P005,1,7.91
102661,P039,4,16.57
102662,P039,3,16.83
102662,P039,4,15.7
102663,P012,3,18.07
102663,P012,2,17.02
102663,P022,1,11.11
102663,P035,4,9.64
102664,P038,2,11.77
102665,P012,3,18.94
102666,P015,4,9.71
102666,P001,2,14.54
102667,P000,1,17.52
102668,P040,1,12.5
102668,P021,2,14.46
102668,P031,1,18.26
102668,P008,2,15.43
102669,P006,1,11.24
102669,P020,2,15.61
102669,P010,2,12.24
102670,P002,4,8.79
102670,P007,4,13.38
102670,P011,4,10.09
102670,P039,4,16.51
102671,P046,4,16.19
102672,P015,1,10.45
102672,P047,2,15.15
102673,P032,4,11.98
102673,P010,4,11.95
102673,P012,2,18.36
102673,P022,1,11.19
102674,P007,2,13.66
102674,P000,4,16.7
102675,P020,1,14.55
102675,P020,4,13.9
102675,P033,3,15.96
102675,P000,4,18.41
102676,P011,3,10.32
102676,P041,2,16.98
102676,P038,2,11.41
102676,P012,3,18.81
102677,P041,1,17.62
102677,P005,1,7.94
102678,P033,3,17.78
102678,P025,3,12.47
102678,P025,2,13.19
102678,P047,1,15.91
102679,P035,2,9.21
102679,P020,2,15.12
102679,P038,1,11.06
102680,P036,1,9.2
102680,P034,2,10.35
102681,P020,1,13.88
102682,P045,1,14.94
102682,P033,3,16.22
102682,P004,4,7.42
102683,P021,3,14.74
102683,P038,3,11.49
102683,P040,4,12.03
102683,P033,3,16.66
102684,P018,1,11.01
102684,P006,1,11.83
102684,P025,1,12.9
102684,P042,2,10.86
102685,P017,4,15.73
102685,P037,4,13.91
102685,P020,3,15.28
102685,P017,3,14.72
102686,P000,4,18.36
102686,P033,4,17.23
102686,P014,3,11.63
102686,P019,4,9.46
102687,P013,3,12.81
102687,P003,1,15.43
102687,P027,4,11.54
102687,P007,2,13.75
102688,P034,3,9.4
102688,P011,4,10.35
102688,P018,1,10.59
102688,P040,3,12.27
102689,P015,1,8.92
102689,P008,1,16.6
102689,P020,4,15.62
102690,P029,3,11.36
102690,P044,3,15.83
102691,P007,4,12.42
102691,P013,2,12.15
102692,P007,4,12.41
102693,P034,4,11.11
102693,P041,2,18.38
102693,P032,4,11.5
102694,P021,1,14.02
102694,P038,1,11.04
102694,P047,3,15.83
102694,P030,2,10.13
102695,P004,2,8.05
102695,P032,3,13.07
102695,P028,2,14.21
102695,P003,1,15.35
102696,P008,4,16.45
102696,P025,1,13.04
102696,P025,2,12.41
102697,P011,3,11.4
102697,P019,1,9.57
102697,P020,2,15.18
102698,P021,4,15.06
102698,P046,4,17.2
102699,P041,4,16.76
102699,P023,3,18.02
102700,P006,1,11.48
102700,P033,3,16.57
102701,P018,3,10.98
102701,P021,4,13.66
102701,P024,3,8.83
102702,P009,4,15.67
102702,P048,4,14.38
102702,P021,2,14.71
102703,P033,3,16.92
102703,P012,3,17.02
102703,P001,3,14.9
102704,P002,3,8.64
102704,P034,3,9.63
102705,P011,3,10.26
102706,P034,4,10.74
102707,P011,2,11.01
102707,P028,3,15.09
102708,P021,4,14.05
102708,P022,3,11.56
102708,P024,2,9.82
102709,P038,4,10.84
102709,P040,3,13.34
102709,P025,1,12.87
102710,P017,2,14.84
102710,P018,2,10.12
102711,P010,3,12.0
102712,P036,2,8.37
102712,P011,4,11.09
102712,P021,2,14.88
102712,P004,3,7.55
102713,P045,2,15.23
102714,P013,1,11.57
102714,P021,1,14.15
102715,P025,2,12.29
102715,P012,1,17.86
102715,P044,2,15.77
102715,P021,1,14.39
102716,P020,1,15.25
102716,P023,4,17.62
102716,P030,3,10.83
102716,P030,3,11.23
102717,P032,2,12.99
102717,P047,3,15.76
102717,P019,4,9.59
102718,P021,3,14.6
